,make,model,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
962,7,Scorpio S10 7 Seater,2015,10620.0,170000,0,0,0,0,15.4,2179.0,120.0,280Nm@ 1800-2800rpm,7.0
963,8,Nexon 1.5 Revotorq XZA Plus DualTone,2018,11400.0,40000,0,0,1,0,21.5,1497.0,108.5,260Nm@ 1500-2750rpm,5.0
964,2,City 1.5 E MT,2008,2759.9880000000003,120000,1,0,0,1,17.0,1497.0,118.0,146Nm at 4800 rpm,5.0
965,0,Ritz VDi,2013,4919.988,100000,0,0,0,2,23.2,1248.0,73.94,190Nm@ 2000rpm,5.0
966,5,Fiesta EXi 1.4 TDCi Ltd,2011,3600.0,110000,0,0,0,2,17.8,1399.0,68.0,"16.3@ 2,000(kgm@ rpm)",5.0
967,8,Indica V2 DLG TC,2008,2100.0,120000,0,0,0,2,16.8,1405.0,68.0,"13@ 2,500(kgm@ rpm)",5.0
968,0,Alto LX,2000,1296.0,206000,1,0,0,3,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
969,0,Celerio ZXI,2017,5100.0,40000,1,0,0,1,23.1,998.0,67.04,90Nm@ 3500rpm,5.0
970,9,Optra Magnum 2.0 LS,2011,3264.0,170000,0,0,0,3,16.52,1991.0,123.7,305Nm@ 2000rpm,5.0
971,3,i10 Magna 1.1L,2013,3720.0,70000,1,0,0,0,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5.0
972,3,Creta 1.4 CRDi S Plus,2017,13500.0,105000,0,0,0,0,21.38,1396.0,88.7,219.7Nm@ 1500-2750rpm,5.0
973,3,Xcent 1.2 Kappa S Option,2014,5400.0,46000,1,0,0,1,19.1,1197.0,81.86,113.75Nm@ 4000rpm,5.0
974,16,Polo Diesel Highline 1.2L,2011,4656.0,80000,0,0,0,1,22.07,1199.0,73.9,180Nm@ 2000rpm,5.0
975,3,Verna Transform SX VTVT,2011,4800.0,60000,1,0,0,0,16.2,1599.0,103.2,14.9 KGM at 3000 RPM,5.0
976,2,City i DTEC VX,2015,9120.0,70000,0,0,0,2,25.1,1498.0,98.6,200Nm@ 1750rpm,5.0
977,0,Alto LXi,2009,1440.0,90000,1,0,0,0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
978,0,Swift Dzire VDI,2019,9084.0,25000,0,0,0,0,28.4,1248.0,74.02,190Nm@ 2000rpm,5.0
979,0,Alto 800 VXI,2015,3240.0,53000,1,0,0,1,22.74,796.0,47.3,69Nm@ 3500rpm,5.0
980,8,Sumo MKII GX BS IV,2011,3000.0,90000,0,0,0,1,13.55,2179.0,118.35,250Nm@ 1500-3000rpm,7.0
981,4,Innova Crysta 2.5 VX BS IV,2011,9600.0,60000,0,0,0,0,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7.0
982,4,Fortuner 4x2 Manual,2014,16560.0,150000,0,0,0,0,13.0,2982.0,168.5,343Nm@ 1400-3400rpm,7.0
983,7,Thar CRDe AC,2014,8400.0,24000,0,0,0,0,16.55,2498.0,105.0,247Nm@ 1800-2000rpm,6.0
984,2,Mobilio S i DTEC,2016,5400.0,100000,0,0,0,1,24.2,1498.0,98.6,200Nm@ 1750rpm,7.0
985,7,KUV 100 G80 K8,2018,7800.0,6000,1,0,0,0,18.15,1198.0,82.0,115Nm@ 3500-3600rpm,6.0
986,7,XUV500 W8 2WD,2013,11400.0,49700,0,0,0,0,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0
987,4,Innova 2.5 E Diesel MS 7-seater,2007,7512.0,80000,0,0,0,1,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7.0
988,0,Swift Dzire AMT VXI,2019,7200.0,10000,1,0,1,0,21.21,1197.0,81.8,113Nm@ 4200rpm,5.0
989,6,KWID RXT Optional,2019,3480.0,21000,1,0,0,0,25.17,799.0,53.3,72Nm@ 4386rpm,5.0
990,0,Alto K10 2010-2014 VXI,2013,2580.0,25000,1,0,0,0,20.92,998.0,67.1,90Nm@ 3500rpm,5.0
991,6,KWID RXT Optional,2016,3000.0,22000,1,0,0,0,25.17,799.0,53.3,72Nm@ 4386rpm,5.0
992,0,Ertiga SHVS ZDI Plus,2017,9000.0,50000,0,0,0,0,24.52,1248.0,88.5,200Nm@ 1750rpm,7.0
993,0,Alto K10 VXI,2016,3000.0,20000,1,0,0,1,23.95,998.0,67.05,90Nm@ 3500rpm,5.0
994,2,BRV i-VTEC V CVT,2017,11400.0,15000,1,0,1,0,15.4,1497.0,117.3,145Nm@ 4600rpm,7.0
995,5,Figo Aspire 1.5 TDCi Titanium,2018,9516.0,30000,0,0,0,0,25.83,1498.0,99.0,215Nm@ 1750-3000rpm,5.0
996,3,Creta 1.6 CRDi SX Option,2015,9000.0,74000,0,0,0,0,19.67,1582.0,126.2,259.9Nm@ 1900-2750rpm,5.0
997,2,Jazz V CVT,2017,8700.0,6550,1,0,1,0,18.2,1199.0,88.7,110Nm@ 4800rpm,5.0
998,3,Grand i10 CRDi Sportz,2016,5760.0,30000,0,0,0,0,24.0,1120.0,70.0,160Nm@ 1500-2750rpm,5.0
999,0,Swift Dzire ZXI Plus,2018,9540.0,41779,1,1,0,0,21.21,1197.0,81.8,113Nm@ 4200rpm,5.0
1000,2,Jazz 1.2 V i VTEC,2016,7500.0,54000,1,1,0,0,18.7,1199.0,88.7,110Nm@ 4800rpm,5.0
1001,13,E-Class E250 CDI Avantgarde,2016,34800.0,31000,0,1,1,0,13.0,2143.0,204.0,500Nm@ 1600-1800rpm,5.0
1002,0,Ignis 1.3 AMT Zeta,2017,7500.0,37000,0,0,1,0,26.8,1248.0,74.0,190Nm@ 2000rpm,5.0
1003,9,Cruze LTZ AT,2011,5280.0,90000,0,0,1,1,18.1,1991.0,147.9,327Nm@ 2600rpm,4.0
1004,4,Corolla Altis 1.8 G,2018,16800.0,13534,1,1,0,0,14.28,1798.0,138.03,173Nm@ 4000rpm,5.0
1005,4,Corolla Altis 1.8 VL AT,2017,17400.0,7000,1,1,1,1,14.53,1794.0,138.1,173Nm@ 4000rpm,5.0
1006,13,GLA Class 200 CDI SPORT,2017,32400.0,23000,0,1,1,0,17.9,2143.0,136.0,300Nm@ 1600-3000rpm,5.0
1007,4,Innova Crysta 2.8 GX AT 8S BSIV,2019,23100.0,43000,0,1,1,0,11.36,2755.0,171.5,360Nm@ 1200-3400rpm,8.0
1008,25,Seltos HTX Plus AT D,2020,22800.0,5000,0,1,1,0,17.8,1493.0,113.4,250nm@ 1500-2750rpm,5.0
1009,0,Ciaz RS ZDi Plus SHVS,2017,10139.988,70000,0,1,0,0,28.09,1248.0,88.5,200Nm@ 1750rpm,5.0
1010,1,Rapid 1.5 TDI AT Style Plus,2016,7800.0,99000,0,1,1,0,21.66,1498.0,103.52,250Nm@ 1500-2500rpm,5.0
1011,0,Swift ZXI 2018,2018,9000.0,15000,1,1,0,0,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0
1012,2,Jazz 1.2 SV i VTEC,2015,7320.0,30000,1,1,0,0,18.7,1199.0,88.7,110Nm@ 4800rpm,5.0
1013,4,Fortuner 2.8 2WD AT BSIV,2018,35280.0,100000,0,1,1,0,12.9,2755.0,174.5,450Nm@ 1600-2400rpm,7.0
1014,3,Creta 1.6 CRDi SX,2017,13800.0,63309,0,1,0,0,19.67,1582.0,126.2,259.9Nm@ 1900-2750rpm,5.0
1015,4,Innova Crysta 2.8 ZX AT BSIV,2016,21900.0,94000,0,1,1,0,11.36,2755.0,171.5,360Nm@ 1200-3400rpm,7.0
1016,3,Elite i20 Asta Option CVT BSIV,2018,10680.0,29000,1,1,1,0,17.4,1197.0,81.86,117nm@ 4000rpm,5.0
1017,20,XE 2016-2019 2.0L Diesel Prestige,2017,31500.0,9000,0,1,1,0,13.6,1999.0,177.0,430Nm@ 1750-2500rpm,5.0
1018,8,Safari Storme EX,2015,6036.0,110000,0,0,0,0,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7.0
1019,4,Camry 2.5 Hybrid,2016,24000.0,68089,1,2,1,0,19.16,2494.0,157.7,213Nm@ 4500rpm,5.0
1020,0,Wagon R LXI,2013,2700.0,58343,1,2,0,0,21.79,998.0,67.05,90Nm@ 3500rpm,5.0
1021,0,Baleno Alpha 1.3,2018,8880.0,38817,0,1,0,0,27.39,1248.0,74.0,190Nm@ 2000rpm,5.0
1022,2,Jazz VX,2016,6600.0,56494,1,2,0,0,18.2,1199.0,88.7,110Nm@ 4800rpm,5.0
1023,4,Innova 2.5 VX (Diesel) 7 Seater,2013,9000.0,79328,0,2,0,1,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7.0
1024,0,Swift AMT VVT VXI,2019,7800.0,5621,1,2,1,0,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0
1025,4,Etios VX,2017,7500.0,25538,1,2,0,0,16.78,1496.0,88.73,132Nm@ 3000rpm,5.0
1026,0,Swift AMT ZXI,2018,7200.0,69779,1,1,1,0,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0
1027,3,Grand i10 1.2 CRDi Sportz,2017,5400.0,56290,0,1,0,0,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5.0
1028,2,Amaze V CVT Petrol BSIV,2019,9348.0,7032,1,2,1,0,19.0,1199.0,88.76,110Nm@ 4800rpm,5.0
1029,1,Rapid 1.6 MPI AT Elegance,2016,7740.0,11000,1,1,1,0,14.3,1598.0,103.5,153Nm@ 3800rpm,5.0
1030,23,V40 D3 R-Design,2018,29700.0,2000,0,1,1,0,16.8,1984.0,150.0,350Nm@ 1500-2750rpm,5.0
1031,20,XE 2016-2019 2.0L Diesel Prestige,2017,31500.0,9000,0,1,1,0,13.6,1999.0,177.0,430Nm@ 1750-2500rpm,5.0
1032,8,Safari Storme EX,2015,6036.0,110000,0,0,0,0,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7.0
1033,4,Camry 2.5 Hybrid,2016,24000.0,68089,1,2,1,0,19.16,2494.0,157.7,213Nm@ 4500rpm,5.0
1034,0,Wagon R LXI,2013,2700.0,58343,1,2,0,0,21.79,998.0,67.05,90Nm@ 3500rpm,5.0
1035,0,Baleno Alpha 1.3,2018,8880.0,38817,0,1,0,0,27.39,1248.0,74.0,190Nm@ 2000rpm,5.0
1036,2,Jazz VX,2016,6600.0,56494,1,2,0,0,18.2,1199.0,88.7,110Nm@ 4800rpm,5.0
1037,4,Innova 2.5 VX (Diesel) 7 Seater,2013,9000.0,79328,0,2,0,1,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7.0
1038,0,Swift AMT VVT VXI,2019,7800.0,5621,1,2,1,0,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0
1039,4,Etios VX,2017,7500.0,25538,1,2,0,0,16.78,1496.0,88.73,132Nm@ 3000rpm,5.0
1040,0,Swift AMT ZXI,2018,7200.0,69779,1,1,1,0,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0
1041,3,Grand i10 1.2 CRDi Sportz,2017,5400.0,56290,0,1,0,0,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5.0
1042,2,Amaze V CVT Petrol BSIV,2019,9348.0,7032,1,2,1,0,19.0,1199.0,88.76,110Nm@ 4800rpm,5.0
1043,1,Rapid 1.6 MPI AT Elegance,2016,7740.0,11000,1,1,1,0,14.3,1598.0,103.5,153Nm@ 3800rpm,5.0
1044,23,V40 D3 R-Design,2018,29700.0,2000,0,1,1,0,16.8,1984.0,150.0,350Nm@ 1500-2750rpm,5.0
1045,20,XE 2016-2019 2.0L Diesel Prestige,2017,31500.0,9000,0,1,1,0,13.6,1999.0,177.0,430Nm@ 1750-2500rpm,5.0
1046,8,Safari Storme EX,2015,6036.0,110000,0,0,0,0,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7.0
1047,4,Camry 2.5 Hybrid,2016,24000.0,68089,1,2,1,0,19.16,2494.0,157.7,213Nm@ 4500rpm,5.0
1048,0,Wagon R LXI,2013,2700.0,58343,1,2,0,0,21.79,998.0,67.05,90Nm@ 3500rpm,5.0
1049,0,Baleno Alpha 1.3,2018,8880.0,38817,0,1,0,0,27.39,1248.0,74.0,190Nm@ 2000rpm,5.0
1050,2,Jazz VX,2016,6600.0,56494,1,2,0,0,18.2,1199.0,88.7,110Nm@ 4800rpm,5.0
1051,4,Innova 2.5 VX (Diesel) 7 Seater,2013,9000.0,79328,0,2,0,1,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7.0
1052,0,Swift AMT VVT VXI,2019,7800.0,5621,1,2,1,0,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0
1053,4,Etios VX,2017,7500.0,25538,1,2,0,0,16.78,1496.0,88.73,132Nm@ 3000rpm,5.0
1054,0,Swift AMT ZXI,2018,7200.0,69779,1,1,1,0,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0
1055,3,Grand i10 1.2 CRDi Sportz,2017,5400.0,56290,0,1,0,0,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5.0
1056,2,Amaze V CVT Petrol BSIV,2019,9348.0,7032,1,2,1,0,19.0,1199.0,88.76,110Nm@ 4800rpm,5.0
1057,1,Rapid 1.6 MPI AT Elegance,2016,7740.0,11000,1,1,1,0,14.3,1598.0,103.5,153Nm@ 3800rpm,5.0
1058,23,V40 D3 R-Design,2018,29700.0,2000,0,1,1,0,16.8,1984.0,150.0,350Nm@ 1500-2750rpm,5.0
1059,20,XE 2016-2019 2.0L Diesel Prestige,2017,31500.0,9000,0,1,1,0,13.6,1999.0,177.0,430Nm@ 1750-2500rpm,5.0
1060,8,Safari Storme EX,2015,6036.0,110000,0,0,0,0,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7.0
1061,4,Camry 2.5 Hybrid,2016,24000.0,68089,1,2,1,0,19.16,2494.0,157.7,213Nm@ 4500rpm,5.0
1062,0,Wagon R LXI,2013,2700.0,58343,1,2,0,0,21.79,998.0,67.05,90Nm@ 3500rpm,5.0
1063,0,Baleno Alpha 1.3,2018,8880.0,38817,0,1,0,0,27.39,1248.0,74.0,190Nm@ 2000rpm,5.0
1064,2,Jazz VX,2016,6600.0,56494,1,2,0,0,18.2,1199.0,88.7,110Nm@ 4800rpm,5.0
1065,4,Innova 2.5 VX (Diesel) 7 Seater,2013,9000.0,79328,0,2,0,1,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7.0
1066,0,Swift AMT VVT VXI,2019,7800.0,5621,1,2,1,0,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0
1067,4,Etios VX,2017,7500.0,25538,1,2,0,0,16.78,1496.0,88.73,132Nm@ 3000rpm,5.0
1068,0,Swift AMT ZXI,2018,7200.0,69779,1,1,1,0,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0
1069,3,Grand i10 1.2 CRDi Sportz,2017,5400.0,56290,0,1,0,0,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5.0
1070,2,Amaze V CVT Petrol BSIV,2019,9348.0,7032,1,2,1,0,19.0,1199.0,88.76,110Nm@ 4800rpm,5.0
1071,1,Rapid 1.6 MPI AT Elegance,2016,7740.0,11000,1,1,1,0,14.3,1598.0,103.5,153Nm@ 3800rpm,5.0
1072,23,V40 D3 R-Design,2018,29700.0,2000,0,1,1,0,16.8,1984.0,150.0,350Nm@ 1500-2750rpm,5.0
1073,8,Indigo CS eLX BS IV,2017,4620.0,155000,0,0,0,0,25.0,1396.0,69.01,140Nm@ 1800-3000rpm,5.0
1074,0,Celerio ZXI AT,2016,4800.0,35000,1,0,1,0,23.1,998.0,67.04,90Nm@ 3500rpm,5.0
1075,3,Grand i10 1.2 CRDi Sportz Option,2018,6600.0,50000,0,0,0,0,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5.0
1076,9,Tavera Neo LS B3 - 7(C) seats BSIII,2010,3240.0,185000,0,0,0,0,14.8,2499.0,80.0,"19@ 1,800(kgm@ rpm)",7.0
1077,8,Indigo CS LS (TDI) BS III,2013,2400.0,175000,0,0,0,1,19.09,1396.0,69.0,135Nm@ 2500rpm,5.0
1078,6,KWID RXT Optional,2016,3720.0,11500,1,0,0,0,25.17,799.0,53.3,72Nm@ 4386rpm,5.0
1079,3,Xcent 1.2 CRDi S,2019,8400.0,3000,0,0,0,0,25.4,1186.0,73.97,190.25nm@ 1750-2250rpm,5.0
1080,9,Sail LT ABS,2015,5760.0,80000,0,0,0,1,22.1,1248.0,74.0,190Nm@ 1750rpm,5.0
1081,0,Alto LXI,2005,1080.0,40000,1,0,0,1,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
1082,0,Alto LXI,2005,960.0,40000,1,0,0,1,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
1083,0,Ritz VDi,2015,4200.0,90000,0,0,0,0,23.2,1248.0,73.94,190Nm@ 2000rpm,5.0
1084,0,SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,7200.0,100000,0,0,0,0,23.65,1248.0,88.5,200Nm@ 1750rpm,5.0
1085,7,Scorpio M2DI,2011,4200.0,120000,0,0,0,2,13.5,2179.0,115.0,277.5Nm@ 1700-2200rpm,5.0
1086,0,Vitara Brezza VDi Option,2018,9240.0,50000,0,0,0,0,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0
1087,7,Verito 1.5 D6 BSIV,2012,4200.0,25000,0,0,0,0,21.03,1461.0,65.0,160Nm@ 2000rpm,5.0
1088,7,Scorpio VLX 2WD AIRBAG BSIV,2011,7200.0,50000,0,0,0,2,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,8.0
1089,7,TUV 300 T8,2016,9000.0,71000,0,0,0,0,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7.0
1090,0,Wagon R VXI BS IV,2016,4080.0,40000,1,0,0,0,20.51,998.0,67.04,90Nm@ 3500rpm,5.0
1091,3,Elite i20 Petrol Sportz,2018,7800.0,31800,1,0,0,0,18.6,1197.0,81.86,114.73nm@ 4000rpm,5.0
1092,3,i10 Sportz,2014,3600.0,65000,1,0,0,0,20.36,1197.0,78.9,111.8Nm@ 4000rpm,5.0
1093,0,Alto 800 LXI,2014,2459.988,15000,1,0,0,1,22.74,796.0,47.3,69Nm@ 3500rpm,5.0
1094,7,Verito 1.5 D4 BSIII,2012,3059.9880000000003,70000,0,0,0,1,20.8,1461.0,65.0,160Nm@ 2000rpm,5.0
1095,5,Figo Aspire 1.2 Ti-VCT Titanium,2017,7800.0,5000,1,0,0,0,18.16,1196.0,86.8,112Nm@ 4000rpm,5.0
1096,3,EON Magna Plus,2017,3360.0,50000,1,0,0,1,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0
1097,8,Indica V2 DLS,2011,1200.0,80000,0,0,0,0,17.2,1396.0,53.5,"8.5@ 2,500(kgm@ rpm)",5.0
1098,9,Tavera Neo 3 9 Str BSIII,2014,6900.0,70000,0,0,0,1,13.58,2499.0,72.4,171Nm@ 1800rpm,9.0
1099,0,Vitara Brezza VDi,2017,9360.0,40000,0,0,0,0,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0
1100,7,Bolero 2011-2019 ZLX,2013,5604.0,157000,0,0,0,0,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0
1101,7,Scorpio S10 7 Seater,2015,12600.0,90000,0,0,0,0,15.4,2179.0,120.0,280Nm@ 1800-2800rpm,7.0
1102,3,i10 Magna 1.1L,2011,2700.0,80000,1,0,0,1,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5.0
1103,7,Verito 1.5 D4 BSIV,2012,3120.0,70000,0,0,0,1,21.03,1461.0,65.0,160Nm@ 2000rpm,5.0
1104,9,Spark 1.0 E,2009,1080.0,50000,1,0,0,1,16.0,995.0,63.0,"9.2@ 4,200(kgm@ rpm)",5.0
1105,5,Figo Diesel ZXI,2012,3360.0,60000,0,0,0,0,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0
1106,7,Verito 1.5 D4 BSIII,2014,4200.0,106000,0,0,0,1,20.8,1461.0,65.0,160Nm@ 2000rpm,5.0
1107,7,Scorpio 2.6 SLX Turbo 7 Seater,2006,2759.9880000000003,80000,0,0,0,1,10.5,2179.0,120.0,290Nm@ 1800-2800rpm,7.0
1108,7,Bolero 2011-2019 DI NON AC BS III White,2016,6600.0,80000,0,0,0,1,15.96,2523.0,63.0,180Nm@ 1440-1500rpm,9.0
1109,4,Innova 2.5 VX (Diesel) 8 Seater BS IV,2013,10200.0,110000,0,0,0,1,12.99,2494.0,100.0,200Nm@ 1400-3400rpm,8.0
1110,7,Bolero DI,2011,4440.0,120000,0,0,0,2,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,7.0
1111,0,Alto K10 LXI,2013,3000.0,27000,1,0,0,0,20.92,998.0,67.1,90Nm@ 3500rpm,5.0
1112,0,Alto LXi,2007,1140.0,70000,1,0,0,1,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
1113,0,Wagon R LXI Minor,2010,2160.0,70000,1,0,0,1,18.9,1061.0,67.0,84Nm@ 3500rpm,5.0
1114,7,NuvoSport N8 AMT,2016,7800.0,50000,0,0,1,0,17.45,1493.0,100.0,240Nm@ 1600-2800rpm,7.0
1115,3,Xcent 1.2 CRDi E,2018,6360.0,60000,0,0,0,0,25.4,1186.0,73.97,190.25nm@ 1750-2250rpm,5.0
1116,0,Swift VVT ZXI,2017,7320.0,15000,1,0,0,0,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0
1117,7,Xylo E4 8S,2010,3180.0,135000,0,0,0,0,14.0,2498.0,112.0,260 Nm at 1800-2200 rpm,8.0
1118,8,Tiago 1.2 Revotron XZ WO Alloy,2018,6720.0,26300,1,0,0,0,23.84,1199.0,84.0,114Nm@ 3500rpm,5.0
1119,7,Bolero 2011-2019 SLE,2014,5160.0,120000,0,0,0,0,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0
1120,0,Swift Dzire VDI,2017,8532.0,35000,0,0,0,0,28.4,1248.0,74.02,190Nm@ 2000rpm,5.0
1121,0,Swift Dzire VXI,2015,6132.0,30000,1,0,0,0,20.85,1197.0,83.14,115Nm@ 4000rpm,5.0
1122,7,Bolero 2011-2019 ZLX,2012,5400.0,165000,0,0,0,0,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0
1123,8,Zest Revotron 1.2 XT,2015,3900.0,50000,1,0,0,0,17.57,1193.0,88.7,140Nm@ 1500-4000rpm,5.0
1124,6,Scala Diesel RxZ,2013,5219.988,120000,0,0,0,0,21.64,1461.0,84.8,200Nm@ 2000rpm,5.0
1125,5,Figo Diesel LXI,2010,2520.0,100000,0,0,0,1,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0
1126,0,SX4 Vxi BSIII,2007,1920.0,120000,1,0,0,1,15.0,1586.0,104.68,"145@ 4,100(kgm@ rpm)",5.0
1127,0,Ertiga VXI Limited Edition,2017,7800.0,70000,1,0,0,1,17.5,1373.0,91.1,130Nm@ 4000rpm,7.0
1128,3,i20 Sportz 1.2,2014,3840.0,72000,1,0,0,0,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0
1129,6,KWID Climber 1.0 MT,2017,3480.0,50000,1,0,0,0,23.01,999.0,67.0,91Nm@ 4250rpm,5.0
1130,8,Nano CX,2013,960.0,30000,1,0,0,0,25.4,624.0,37.48,51Nm@ 4000+/-500rpm,4.0
1131,8,Safari Storme EX,2017,13200.0,20000,0,0,0,0,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7.0
1132,0,Ciaz ZDi Plus,2015,7200.0,110000,0,0,0,0,26.21,1248.0,88.5,200Nm@ 1750rpm,5.0
1133,6,KWID RXT,2017,4080.0,25000,1,0,0,0,25.17,799.0,53.3,72Nm@ 4386rpm,5.0
1134,4,Innova 2.5 G (Diesel) 7 Seater,2014,9000.0,120000,0,0,0,0,12.99,2494.0,100.6,200Nm@ 1400-3400rpm,7.0
1135,0,Alto LX,2006,1200.0,40000,1,0,0,0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
1136,6,KWID RXT Optional,2019,4740.0,10000,1,0,0,0,25.17,799.0,53.3,72Nm@ 4386rpm,5.0
1137,0,Wagon R VXI Minor,2010,2400.0,65000,1,0,0,0,18.9,1061.0,67.0,84Nm@ 3500rpm,5.0
1138,0,Eeco CNG 5 Seater AC BSIV,2019,5400.0,10000,3,0,0,0,21.94 km/kg,1196.0,61.7,85Nm@ 3000rpm,5.0
1139,7,Verito 1.4 G4 BSIV,2012,2160.0,110000,1,0,0,1,13.87,1390.0,75.0,110Nm@ 3000rpm,5.0
1140,7,Bolero DI,2008,2280.0,120000,0,0,0,1,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,7.0
1141,0,Eeco 5 Seater AC BSIV,2015,3720.0,72000,1,0,0,0,15.37,1196.0,73.0,101Nm@ 3000rpm,5.0
1142,0,Ritz VDi,2014,4212.0,89100,0,0,0,1,23.2,1248.0,73.94,190Nm@ 2000rpm,5.0
1143,9,Optra 1.6 LT Royale,2006,2280.0,94000,1,0,0,1,17.4,1599.0,104.0,148Nm@ 3500rpm,5.0
1144,3,EON Magna Plus,2015,2700.0,120000,1,0,0,1,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0
1145,9,Spark 1.0 LT,2012,1560.0,110000,1,0,0,0,16.2,995.0,62.1,90.3Nm@ 4200rpm,5.0
1146,0,Ciaz Alpha Diesel,2018,12000.0,50000,0,0,0,0,28.09,1248.0,88.5,200Nm@ 1750rpm,5.0
1147,8,Indica V2 DLS TC,2004,660.0,90000,0,0,0,2,16.8,1405.0,62.0,"12.5@ 2,500(kgm@ rpm)",5.0
1148,9,Sail 1.2 LT ABS,2014,3960.0,23000,1,0,0,0,18.2,1199.0,82.4,108.5Nm@ 5000rpm,5.0
1149,0,Omni MPI STD BSIV,2013,1992.0,50000,1,0,0,0,16.8,796.0,34.2,59Nm@ 2500rpm,5.0
1150,7,Xylo D4 BSIII,2013,2400.0,300000,0,0,0,0,14.0,2498.0,112.0,260 Nm at 1800-2200 rpm,8.0
1151,0,Alto K10 2010-2014 VXI,2011,1680.0,50000,1,0,0,2,20.92,998.0,67.1,90Nm@ 3500rpm,5.0
1152,0,Eeco CNG 5 Seater AC BSIV,2017,4440.0,140000,3,0,0,0,21.94 km/kg,1196.0,61.7,85Nm@ 3000rpm,5.0
1153,3,Elite i20 Sportz Plus CVT BSIV,2019,8640.0,16000,1,0,1,0,17.4,1197.0,81.86,117nm@ 4000rpm,5.0
1154,3,i20 Active 1.4,2015,6000.0,126000,0,0,0,0,21.19,1396.0,88.73,219.66nm@ 1500-2750rpm,5.0
1155,3,Xcent 1.2 VTVT SX,2019,6840.0,15000,1,0,0,0,20.14,1197.0,81.86,113.75nm@ 4000rpm,5.0
1156,0,Swift Dzire 1.2 Vxi BSIV,2010,2520.0,200000,1,0,0,0,17.5,1197.0,85.8,114Nm@ 4000rpm,5.0
1157,0,Alto LXi,2009,1440.0,120000,1,0,0,0,19.7,796.0,46.3,62Nm@ 3000rpm,5.0
1158,3,Getz GLX,2005,1140.0,120000,1,0,0,3,15.3,1341.0,83.0,115Nm@ 3200rpm,5.0
1159,3,i10 Sportz AT,2010,2352.0,110000,1,0,1,2,16.95,1197.0,78.9,111.8Nm@ 4000rpm,5.0
1160,0,Eeco 5 Seater AC BSIV,2016,4704.0,38000,1,0,0,0,15.37,1196.0,73.0,101Nm@ 3000rpm,5.0
1161,8,Manza Aura Plus Safire,2010,1800.0,104000,1,0,0,0,15.0,1368.0,90.0,116Nm@ 4750rpm,5.0
1162,2,BR-V i-VTEC E MT,2017,7140.0,120000,1,0,0,0,15.4,1497.0,117.3,145Nm@ 4600rpm,7.0
